"Vol. 1 & 2","Saffron","Arrow Root","MF DOOM - Doomsday","Benjo - Cherry Blossoms x Inhale"
"Vol. 1 & 2","Arrow Root","Elder Blossoms","King Geedorah feat. Scienz of Live - Next Levels","Spiga & King Ceasar - Ride The Arrow","Masta Ace - Son of Yvonne","Bishop Nehru - Elder Blossoms","Scolla - Roots","Lastletterz - Thankful","Sir Sakeer - Arrow Root","Scooby feat. Eric - We Raise The Sky","KB The Elite - Balance","Nico Segal feat. Malcolm London of Datskat - Musica Mi Vida"
"Vol. 1 & 2","Zatar","Calamus","MF Grimm feat. MF DOOM & Megalon - Foolish"
"Vol. 1 & 2","Fenugreek","Pennyroyal","Monsta Island Czars - 1,2...1,2","Ghostface Killah - 9 Milli Bros."
"Vol. 1 & 2","Sumac Berries","Eucalyptus","Monsta Island Czars - Scientific Civilization","John Robinson - Indy 102","Ghostface Killah - Jellyfish"
"Vol. 1 & 2","Coriander","Fenugreek","King Geedorah - Mic Line"
"Vol. 1 & 2","Shallots","Licorice","MF DOOM - Hands of Doom","Noah23, Tykus & Baracuda - Shallots Freestyle"
"Vol. 1 & 2","Charnsuka","Chrysanthemum Flowers","John Robinson feat. Tiffany Paige - Expressions","Jake Camadine - Charnsuka"
"Vol. 1 & 2","Monosodium Glutamate","High John","MF DOOM feat. DJ Cucumber Slice - Rhymes Like Dimes"
"Vol. 1 & 2","Red #40","Sarsaparilla","Monsta Island Czars - Make It Squash! (Got a Roc)","MF Grimm - Bottle Rocket"
"Vol. 1 & 2","Nettle Leaves","Buckeyes","MF DOOM feat. Monsta Island Czars - Who Do You Think I Am?","Masta Ace - Think I Am (feat. Big Daddy Kane & MF DOOM)"
"Vol. 1 & 2","Mullein","Devil's Shoestring","Gigan - Live Wirez"
"Vol. 1 & 2","Mugworth","Wormwood","King Geedorah feat. Biolante - Fastlane","MF Grimm - Shifting Lanes"
"Vol. 1 & 2","All Spice","Blood Root","MF DOOM - Kon Karne","MF Grimm - My Love","Tawksick - Cruel"
"Vol. 1 & 2","Lovage","Horehound","MF DOOM feat. Angelika & 4ize - Guinnesses"
"Vol. 1 & 2","Eucalyptus","Myrtle Leaf","MF Grimm - I.B.'s","Masta Ace - D Ski's Intro","MF Grimm - Outro (Fatman Scoop)"
"Vol. 1 & 2","Myrrh","Star Anis","MF DOOM - Deep Fried Frenz","Masta Ace - Fresh Fest (feat. Reggie B)"
"Vol. 3 & 4","Agrimony","Bergamot","Masta Ace - Ninteen Seventy Something"
"Vol. 3 & 4","Arabic Gum","All Spice","MF DOOM feat. Monsta Island Czars - No Snakes Alive","MF Grimm - No Snakes Alive pt. 3"
"Vol. 3 & 4","Benzoin Gum","Valerian Root","Bishop Nehru - Lemon Grass"
"Vol. 3 & 4","Bergamot Wild","Burdock Root","Monsta Island Czars - Escape From Monsta Isle"
"Vol. 3 & 4","Calamus Root","Dature Stramonium","MF DOOM - Gas Drawls","Fonz-E Mak - Hitchhiker's Guide","Lens - Mr. Snot Nose","HideandSeekZoo - Very High"
"Vol. 3 & 4","Dragon's Blood Resin","Benzoin Gum","MF DOOM - Go With The Flow"
"Vol. 3 & 4","Elder Blossoms","Camphor","John Robinson feat. Invizible Handz - Crazy Music"
"Vol. 3 & 4","Styrax Gum","Sumac Berries","DOOM - That's That"
"Vol. 3 & 4","Blood Root","Bergamot","MF DOOM - I Hear Voices"
"Vol. 3 & 4","Star Anis","Bergamont"
"Vol. 3 & 4","Lemon Grass","Passion Flower","Gigan - Krazy World","MF Grimm - 10 Years Later"
"Vol. 3 & 4","Four Thieves Vinegar","Monosodium Glutamate","Megalon - Rain Blood","MF Grimm - Rain Blood pt. 2",Ghostface Killah - Clipse of Doom feat. Trife"
